# TÃ­o Pepe System Log
# This file contains system-wide logs and events
# Format: [TIMESTAMP] [LEVEL] [MODULE] Message

[2024-01-01 00:00:00] [INFO] [System] Logging system initialized2025-03-09 01:18:43,986 - __main__ - INFO - Initializing Tío Pepe system...
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://192.168.0.5:5000
2025-03-09 01:43:30,236 - werkzeug - INFO - [33mPress CTRL+C to quit[0m
2025-03-09 01:46:10,186 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 01:46:10] "GET / HTTP/1.1" 200 -
2025-03-09 01:46:10,278 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 01:46:10] "[33mGET /static/js/dashboard.js HTTP/1.1[0m" 404 -
2025-03-09 01:46:10,278 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 01:46:10] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-03-09 01:46:13,108 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 01:46:13] "GET /tasks HTTP/1.1" 200 -
2025-03-09 01:46:13,129 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 01:46:13] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-03-09 01:46:13,134 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 01:46:13] "[33mGET /static/js/tasks.js HTTP/1.1[0m" 404 -
2025-03-09 01:46:13,728 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 01:46:13] "GET /agents HTTP/1.1" 200 -
2025-03-09 01:46:13,748 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 01:46:13] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-03-09 01:46:13,757 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 01:46:13] "[33mGET /static/js/agents.js HTTP/1.1[0m" 404 -
2025-03-09 01:46:22,469 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 01:46:22] "GET / HTTP/1.1" 200 -
2025-03-09 01:46:22,487 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 01:46:22] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-03-09 01:46:22,719 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 01:46:22] "[33mGET /static/js/dashboard.js HTTP/1.1[0m" 404 -
2025-03-09 01:46:29,242 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 01:46:29] "GET /tasks HTTP/1.1" 200 -
2025-03-09 01:46:29,339 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 01:46:29] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-03-09 01:46:29,493 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 01:46:29] "[33mGET /static/js/tasks.js HTTP/1.1[0m" 404 -
2025-03-09 01:46:30,293 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 01:46:30] "GET /agents HTTP/1.1" 200 -
2025-03-09 01:46:30,614 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 01:46:30] "[33mGET /static/js/agents.js HTTP/1.1[0m" 404 -
2025-03-09 01:46:30,615 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 01:46:30] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-03-09 01:55:03,179 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 01:55:03] "GET / HTTP/1.1" 200 -
2025-03-09 01:55:03,290 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 01:55:03] "[33mGET /static/js/dashboard.js HTTP/1.1[0m" 404 -
2025-03-09 01:55:03,291 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 01:55:03] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-03-09 01:55:06,727 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 01:55:06] "GET /tasks HTTP/1.1" 200 -
2025-03-09 01:55:06,754 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 01:55:06] "[33mGET /static/js/tasks.js HTTP/1.1[0m" 404 -
2025-03-09 01:55:06,756 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 01:55:06] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-03-09 01:55:07,587 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 01:55:07] "GET /agents HTTP/1.1" 200 -
2025-03-09 01:55:07,604 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 01:55:07] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-03-09 01:55:07,604 - werkzeug - INFO - 192.168.0.5 - - [09/Mar/2025 01:55:07] "[33mGET /static/js/agents.js HTTP/1.1[0m" 404 -
2025-03-09 01:55:20,845 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 01:55:20] "GET / HTTP/1.1" 200 -
2025-03-09 01:55:20,893 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 01:55:20] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-03-09 01:55:21,095 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 01:55:21] "[33mGET /static/js/dashboard.js HTTP/1.1[0m" 404 -
2025-03-09 01:55:23,038 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 01:55:23] "GET /tasks HTTP/1.1" 200 -
2025-03-09 01:55:23,127 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 01:55:23] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-03-09 01:55:23,299 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 01:55:23] "[33mGET /static/js/tasks.js HTTP/1.1[0m" 404 -
2025-03-09 01:55:23,774 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 01:55:23] "GET /agents HTTP/1.1" 200 -
2025-03-09 01:55:24,079 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 01:55:24] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-03-09 01:55:24,111 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 01:55:24] "[33mGET /static/js/agents.js HTTP/1.1[0m" 404 -
2025-03-09 02:06:33,156 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:06:33] "GET / HTTP/1.1" 200 -
2025-03-09 02:06:33,215 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:06:33] "[33mGET /static/js/dashboard.js HTTP/1.1[0m" 404 -
2025-03-09 02:06:33,216 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:06:33] "GET /static/css/style.css HTTP/1.1" 200 -
2025-03-09 02:06:33,258 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:06:33] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
2025-03-09 02:06:37,294 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:06:37] "GET /tasks HTTP/1.1" 200 -
2025-03-09 02:06:37,323 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:06:37] "[33mGET /static/js/tasks.js HTTP/1.1[0m" 404 -
2025-03-09 02:06:37,324 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:06:37] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-03-09 02:06:38,070 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:06:38] "GET /agents HTTP/1.1" 200 -
2025-03-09 02:06:38,090 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:06:38] "[33mGET /static/js/agents.js HTTP/1.1[0m" 404 -
2025-03-09 02:06:38,091 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:06:38] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-03-09 02:06:50,455 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:06:50] "GET /tasks HTTP/1.1" 200 -
2025-03-09 02:06:50,477 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:06:50] "[33mGET /static/js/tasks.js HTTP/1.1[0m" 404 -
2025-03-09 02:06:50,477 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:06:50] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-03-09 02:07:00,905 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:07:00] "GET /agents HTTP/1.1" 200 -
2025-03-09 02:07:00,923 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:07:00] "[33mGET /static/js/agents.js HTTP/1.1[0m" 404 -
2025-03-09 02:07:00,923 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:07:00] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-03-09 02:10:55,555 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:10:55] "GET /tasks HTTP/1.1" 200 -
2025-03-09 02:10:55,664 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:10:55] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-03-09 02:10:55,818 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:10:55] "[33mGET /static/js/tasks.js HTTP/1.1[0m" 404 -
2025-03-09 02:15:26,349 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:15:26] "GET / HTTP/1.1" 200 -
2025-03-09 02:15:26,383 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:15:26] "GET /static/css/style.css HTTP/1.1" 200 -
2025-03-09 02:15:26,606 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:15:26] "[33mGET /static/js/dashboard.js HTTP/1.1[0m" 404 -
2025-03-09 02:15:29,223 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:15:29] "GET /tasks HTTP/1.1" 200 -
2025-03-09 02:15:29,347 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:15:29] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-03-09 02:15:29,487 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:15:29] "[33mGET /static/js/tasks.js HTTP/1.1[0m" 404 -
2025-03-09 02:15:30,437 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:15:30] "GET /agents HTTP/1.1" 200 -
2025-03-09 02:15:30,758 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:15:30] "[33mGET /static/js/agents.js HTTP/1.1[0m" 404 -
2025-03-09 02:15:30,758 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:15:30] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-03-09 02:19:29,704 - __main__ - INFO - Initializing Tío Pepe system...
2025-03-09 02:19:29,706 - core.orchestrator - INFO - Registered agent: task_manager
2025-03-09 02:19:29,707 - core.orchestrator - INFO - Registered agent: agent_manager
2025-03-09 02:19:30,628 - werkzeug - INFO - [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://192.168.0.5:5000
2025-03-09 02:19:30,629 - werkzeug - INFO - [33mPress CTRL+C to quit[0m
2025-03-09 02:26:00,696 - __main__ - INFO - Initializing Tío Pepe system...
2025-03-09 02:26:00,698 - core.orchestrator - INFO - Registered agent: task_manager
2025-03-09 02:26:00,698 - core.orchestrator - INFO - Registered agent: agent_manager
2025-03-09 02:26:01,639 - werkzeug - INFO - [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://192.168.0.5:5000
2025-03-09 02:26:01,640 - werkzeug - INFO - [33mPress CTRL+C to quit[0m
2025-03-09 02:26:05,375 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:26:05] "GET / HTTP/1.1" 200 -
2025-03-09 02:26:05,394 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:26:05] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-03-09 02:26:05,641 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:26:05] "[33mGET /static/js/dashboard.js HTTP/1.1[0m" 404 -
2025-03-09 02:26:09,980 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:26:09] "GET /tasks HTTP/1.1" 200 -
2025-03-09 02:26:10,173 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:26:10] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-03-09 02:26:10,239 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:26:10] "[33mGET /static/js/tasks.js HTTP/1.1[0m" 404 -
2025-03-09 02:26:11,113 - werkzeug - INFO - 127.0.0.1 - - [09/Mar/2025 02:26:11] "GET /agents HTTP/1.1" 200 -
